image_id,source_id,template_family,label,edit_type,filename,relative_path,split
tpl3_src053_date_change_02,tpl3_src053_none_01,3,synthetic_fake,date_change,tpl3_src053_date_change_02.png,processed/tpl3_src053_date_change_02.png,train
tpl3_src053_crop_03,tpl3_src053_none_01,3,synthetic_fake,crop,tpl3_src053_crop_03.png,processed/tpl3_src053_crop_03.png,train
tpl3_src053_recompress_04,tpl3_src053_none_01,3,original_transformed,recompress,tpl3_src053_recompress_04.png,processed/tpl3_src053_recompress_04.png,train
tpl3_src054_none_01,tpl3_src054_none_01,3,original,none,tpl3_src054_none_01.png,raw/tpl3_src054_none_01.png,train
tpl3_src054_font_alter_01,tpl3_src054_none_01,3,synthetic_fake,font_alter,tpl3_src054_font_alter_01.png,processed/tpl3_src054_font_alter_01.png,train
tpl3_src054_amount_change_02,tpl3_src054_none_01,3,synthetic_fake,amount_change,tpl3_src054_amount_change_02.png,processed/tpl3_src054_amount_change_02.png,train
tpl3_src054_crop_03,tpl3_src054_none_01,3,synthetic_fake,crop,tpl3_src054_crop_03.png,processed/tpl3_src054_crop_03.png,train
tpl3_src054_text_insert_04,tpl3_src054_none_01,3,synthetic_fake,text_insert,tpl3_src054_text_insert_04.png,processed/tpl3_src054_text_insert_04.png,train
tpl3_src055_none_01,tpl3_src055_none_01,3,original,none,tpl3_src055_none_01.png,raw/tpl3_src055_none_01.png,train
tpl3_src055_transaction_id_change_01,tpl3_src055_none_01,3,synthetic_fake,transaction_id_change,tpl3_src055_transaction_id_change_01.png,processed/tpl3_src055_transaction_id_change_01.png,train
tpl3_src055_crop_02,tpl3_src055_none_01,3,synthetic_fake,crop,tpl3_src055_crop_02.png,processed/tpl3_src055_crop_02.png,train
tpl3_src055_date_change_03,tpl3_src055_none_01,3,synthetic_fake,date_change,tpl3_src055_date_change_03.png,processed/tpl3_src055_date_change_03.png,train
tpl3_src055_font_alter_04,tpl3_src055_none_01,3,synthetic_fake,font_alter,tpl3_src055_font_alter_04.png,processed/tpl3_src055_font_alter_04.png,train
tpl3_src056_none_01,tpl3_src056_none_01,3,original,none,tpl3_src056_none_01.png,raw/tpl3_src056_none_01.png,train
tpl3_src056_amount_change_01,tpl3_src056_none_01,3,synthetic_fake,amount_change,tpl3_src056_amount_change_01.png,processed/tpl3_src056_amount_change_01.png,train
tpl3_src056_resize_02,tpl3_src056_none_01,3,original_transformed,resize,tpl3_src056_resize_02.png,processed/tpl3_src056_resize_02.png,train
tpl3_src056_crop_03,tpl3_src056_none_01,3,synthetic_fake,crop,tpl3_src056_crop_03.png,processed/tpl3_src056_crop_03.png,train
tpl3_src056_transaction_id_change_04,tpl3_src056_none_01,3,synthetic_fake,transaction_id_change,tpl3_src056_transaction_id_change_04.png,processed/tpl3_src056_transaction_id_change_04.png,train
tpl3_src057_none_01,tpl3_src057_none_01,3,original,none,tpl3_src057_none_01.png,raw/tpl3_src057_none_01.png,train
tpl3_src057_crop_01,tpl3_src057_none_01,3,synthetic_fake,crop,tpl3_src057_crop_01.png,processed/tpl3_src057_crop_01.png,train
tpl3_src057_resize_02,tpl3_src057_none_01,3,original_transformed,resize,tpl3_src057_resize_02.png,processed/tpl3_src057_resize_02.png,train
tpl3_src057_text_remove_03,tpl3_src057_none_01,3,synthetic_fake,text_remove,tpl3_src057_text_remove_03.png,processed/tpl3_src057_text_remove_03.png,train
tpl3_src057_date_change_04,tpl3_src057_none_01,3,synthetic_fake,date_change,tpl3_src057_date_change_04.png,processed/tpl3_src057_date_change_04.png,train
tpl3_src060_none_01,tpl3_src060_none_01,3,original,none,tpl3_src060_none_01.png,raw/tpl3_src060_none_01.png,train
tpl3_src060_transaction_id_change_01,tpl3_src060_none_01,3,synthetic_fake,transaction_id_change,tpl3_src060_transaction_id_change_01.png,processed/tpl3_src060_transaction_id_change_01.png,train
tpl3_src060_text_insert_02,tpl3_src060_none_01,3,synthetic_fake,text_insert,tpl3_src060_text_insert_02.png,processed/tpl3_src060_text_insert_02.png,train
tpl3_src060_date_change_03,tpl3_src060_none_01,3,synthetic_fake,date_change,tpl3_src060_date_change_03.png,processed/tpl3_src060_date_change_03.png,train
tpl3_src060_font_alter_04,tpl3_src060_none_01,3,synthetic_fake,font_alter,tpl3_src060_font_alter_04.png,processed/tpl3_src060_font_alter_04.png,train
